Age,Department,DistanceFromHome,Education,EducationField,Gender,HourlyRate,JobLevel,JobRole,MaritalStatus,NumCompaniesWorked,OverTime,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome
34,Research & Development,22,4,Other,Male,86,2,Research Scientist,Married,1,Yes,3,0,16,3,3,15,10,6,11,5747
28,Sales,13,2,Marketing,Female,84,2,Sales Executive,Single,3,Yes,3,0,6,0,3,2,0,2,2,9854
47,Research & Development,14,4,Technical Degree,Male,64,2,Research Scientist,Married,8,No,3,1,16,4,4,8,7,1,7,5467
56,Sales,11,5,Marketing,Female,89,2,Sales Executive,Married,4,No,3,1,6,3,3,0,0,0,0,5380
39,Research & Development,9,2,Medical,Male,87,2,Manufacturing Director,Married,1,No,4,1,10,3,3,10,0,7,9,5151
38,Research & Development,8,3,Medical,Female,58,2,Research Scientist,Divorced,1,Yes,3,1,20,3,3,20,11,0,7,2133
58,Sales,21,3,Life Sciences,Female,72,4,Manager,Married,4,Yes,3,1,29,2,2,1,0,0,0,17875
32,Research & Development,5,2,Life Sciences,Female,47,1,Research Scientist,Single,3,Yes,3,0,8,2,3,4,1,0,3,2432
38,Research & Development,9,2,Life Sciences,Male,71,1,Research Scientist,Divorced,2,No,3,2,10,0,4,5,2,0,3,4771
49,Research & Development,2,1,Life Sciences,Male,42,5,Research Director,Married,3,No,3,0,28,3,3,5,4,4,3,19161
42,Sales,12,4,Marketing,Male,77,2,Sales Executive,Divorced,3,Yes,3,2,14,4,3,0,0,0,0,5087
27,Human Resources,22,3,Human Resources,Female,58,1,Human Resources,Married,1,No,3,0,1,2,3,1,0,0,0,2863
35,Sales,18,4,Medical,Male,71,2,Sales Executive,Married,0,No,3,1,6,2,1,5,3,0,4,5561
28,Research & Development,16,3,Medical,Male,49,1,Research Scientist,Single,1,No,3,0,5,3,2,5,3,1,4,2144
31,Research & Development,3,2,Medical,Male,48,1,Research Scientist,Divorced,1,Yes,3,1,4,3,4,4,2,2,3,3065
36,Research & Development,9,4,Life Sciences,Male,66,1,Laboratory Technician,Married,1,No,4,0,5,3,3,5,4,0,2,2810
34,Sales,1,3,Marketing,Male,32,3,Sales Executive,Single,1,No,4,0,14,3,2,14,8,2,1,9888
34,Sales,13,4,Medical,Male,39,3,Sales Executive,Divorced,1,No,3,1,9,2,2,8,7,1,1,8628
26,Research & Development,1,3,Medical,Male,95,1,Laboratory Technician,Single,0,No,3,0,8,6,2,7,7,7,6,2867
29,Research & Development,1,3,Life Sciences,Male,89,2,Healthcare Representative,Married,0,No,3,1,6,5,2,5,3,0,2,5373
32,Research & Development,15,4,Medical,Female,34,2,Healthcare Representative,Divorced,5,No,3,1,9,6,3,5,1,1,2,6667
31,Research & Development,1,3,Life Sciences,Male,48,2,Research Scientist,Married,1,No,4,0,10,6,3,10,8,8,7,5003
28,Research & Development,17,3,Technical Degree,Male,32,1,Laboratory Technician,Divorced,5,No,3,1,6,2,2,4,1,0,3,2367
38,Sales,1,3,Life Sciences,Male,59,1,Sales Representative,Single,4,No,3,0,20,3,2,1,0,0,0,2858
35,Sales,7,4,Life Sciences,Female,55,2,Sales Executive,Married,1,Yes,3,0,10,2,3,10,8,0,9,5204
27,Sales,9,3,Marketing,Male,44,2,Sales Executive,Single,1,No,3,0,7,5,3,7,7,0,7,4105
32,Research & Development,5,4,Life Sciences,Male,56,2,Manufacturing Director,Single,8,No,4,0,8,1,3,1,0,0,0,9679
31,Sales,26,4,Marketing,Male,63,2,Sales Executive,Married,1,Yes,3,0,10,4,3,10,7,0,8,5617
53,Sales,24,4,Life Sciences,Male,66,3,Sales Executive,Single,6,Yes,3,0,15,2,2,2,2,2,2,10448
54,Research & Development,9,2,Life Sciences,Female,67,2,Research Scientist,Married,3,No,3,2,9,6,2,4,3,2,3,2897
33,Research & Development,7,2,Life Sciences,Male,36,2,Healthcare Representative,Divorced,1,No,4,3,9,2,3,9,7,2,8,5968
43,Research & Development,11,3,Life Sciences,Male,30,3,Healthcare Representative,Married,1,No,3,1,10,1,3,10,9,0,9,7510
38,Human Resources,1,4,Other,Male,88,1,Human Resources,Married,0,Yes,3,1,7,2,3,6,2,1,2,2991
55,Human Resources,26,4,Human Resources,Male,71,5,Manager,Married,4,Yes,3,1,35,0,3,10,9,1,4,19636
31,Research & Development,2,1,Medical,Female,59,1,Laboratory Technician,Divorced,1,Yes,3,3,1,4,3,1,0,0,0,1129
39,Sales,15,4,Marketing,Male,77,4,Sales Executive,Single,0,No,3,0,21,3,3,20,8,11,10,13341
42,Research & Development,23,2,Life Sciences,Male,37,2,Research Scientist,Single,1,No,3,0,20,2,3,20,9,3,7,4332
31,Research & Development,10,3,Medical,Female,40,3,Research Director,Married,4,No,4,1,13,2,4,11,7,4,8,11031
54,Research & Development,10,3,Medical,Female,77,2,Manufacturing Director,Single,6,Yes,3,0,9,3,3,5,2,1,4,4440
24,Research & Development,1,2,Life Sciences,Male,45,2,Healthcare Representative,Single,1,No,3,0,4,2,2,4,3,1,2,4617
23,Research & Development,12,2,Other,Male,78,1,Laboratory Technician,Single,1,No,3,0,5,6,4,5,2,1,4,2647
40,Research & Development,11,3,Technical Degree,Female,73,2,Laboratory Technician,Married,1,No,3,1,10,2,4,10,9,9,4,6323
40,Sales,2,2,Marketing,Female,92,2,Sales Executive,Married,3,No,3,1,15,4,3,11,8,5,10,5677
25,Human Resources,2,3,Human Resources,Female,82,1,Human Resources,Married,4,No,3,0,6,3,3,2,0,1,2,2187
30,Research & Development,1,2,Medical,Male,76,1,Laboratory Technician,Married,1,No,3,0,12,6,2,12,8,1,7,3748
25,Research & Development,2,1,Other,Male,57,1,Laboratory Technician,Divorced,6,Yes,3,1,7,2,2,2,2,0,2,3977
47,Research & Development,25,3,Medical,Male,84,3,Healthcare Representative,Single,2,No,4,0,25,3,3,17,14,12,11,8633
33,Research & Development,1,2,Medical,Male,59,1,Laboratory Technician,Divorced,1,No,3,3,1,2,2,1,1,0,0,2008
38,Sales,1,4,Life Sciences,Male,86,2,Sales Executive,Married,0,No,3,2,16,3,3,15,13,5,8,4440
31,Sales,2,2,Life Sciences,Male,54,1,Sales Representative,Married,0,No,3,1,3,1,3,2,2,1,2,3067
38,Research & Development,6,4,Life Sciences,Male,72,2,Manufacturing Director,Married,2,No,3,1,10,1,3,8,3,7,7,5321
42,Research & Development,18,4,Life Sciences,Male,35,2,Research Scientist,Divorced,6,Yes,3,1,9,3,2,4,3,1,2,5410
41,Research & Development,1,3,Life Sciences,Male,76,1,Research Scientist,Married,3,No,4,1,12,3,3,5,3,1,0,2782
47,Research & Development,1,1,Medical,Female,98,3,Research Director,Married,0,No,3,2,14,3,1,13,8,5,12,11957
35,Research & Development,11,4,Medical,Male,43,1,Laboratory Technician,Married,7,Yes,3,1,5,3,3,2,2,2,2,2660
22,Research & Development,1,2,Life Sciences,Male,63,1,Research Scientist,Single,0,No,3,0,4,2,4,3,2,1,2,3375
35,Research & Development,9,4,Medical,Male,48,2,Research Scientist,Single,1,No,3,0,10,5,3,10,7,0,8,5098
33,Research & Development,15,2,Medical,Female,95,2,Healthcare Representative,Married,0,Yes,3,1,10,6,3,9,7,8,1,4878
32,Research & Development,29,4,Life Sciences,Female,49,1,Laboratory Technician,Single,1,No,3,0,6,3,3,6,2,4,1,2837
40,Research & Development,1,4,Life Sciences,Male,83,1,Laboratory Technician,Married,8,No,3,2,8,3,2,1,0,0,0,2406
32,Sales,1,4,Medical,Male,68,1,Sales Representative,Married,0,No,3,1,3,2,3,2,2,2,2,2269
39,Research & Development,24,1,Life Sciences,Male,52,2,Research Scientist,Single,7,No,3,0,18,2,3,7,7,1,7,4108
38,Research & Development,10,3,Medical,Female,99,3,Research Director,Married,3,No,3,1,20,3,3,18,16,1,11,13206
32,Sales,1,4,Marketing,Female,48,3,Sales Executive,Married,1,No,3,2,14,3,3,14,10,5,7,10422
37,Research & Development,10,3,Life Sciences,Female,42,3,Research Director,Married,1,Yes,4,1,16,2,3,16,11,6,8,13744
25,Sales,8,2,Other,Female,85,2,Sales Executive,Divorced,0,Yes,4,1,6,3,2,5,3,0,4,4907
52,Sales,29,4,Life Sciences,Male,40,1,Sales Representative,Divorced,2,No,3,2,16,3,2,9,8,0,0,3482
44,Research & Development,1,3,Medical,Male,42,1,Research Scientist,Single,6,Yes,3,0,6,2,3,4,3,1,2,2436
21,Sales,5,1,Medical,Male,58,1,Sales Representative,Single,1,Yes,3,0,2,6,3,2,2,1,2,2380
39,Research & Development,9,3,Life Sciences,Male,87,5,Manager,Single,2,No,3,0,21,3,2,6,0,1,3,19431
23,Sales,9,3,Marketing,Male,33,1,Sales Representative,Married,1,No,3,1,1,3,2,1,0,1,0,1790
36,Sales,3,3,Medical,Female,94,3,Sales Executive,Married,0,No,3,2,10,2,3,9,7,3,4,7644
36,Research & Development,4,2,Life Sciences,Female,97,2,Manufacturing Director,Divorced,7,No,3,3,18,3,3,4,2,0,2,5131
56,Research & Development,1,4,Life Sciences,Male,57,2,Healthcare Representative,Divorced,1,No,4,1,13,2,2,13,12,1,9,6306
29,Research & Development,1,4,Medical,Male,36,1,Research Scientist,Married,9,Yes,3,3,4,3,4,2,2,2,2,4787
42,Research & Development,2,3,Life Sciences,Male,56,5,Manager,Married,5,No,3,0,24,2,2,22,6,4,14,18880
56,Research & Development,7,2,Technical Degree,Male,72,1,Laboratory Technician,Married,8,No,3,1,14,4,1,10,9,9,8,2339
41,Research & Development,28,4,Life Sciences,Female,60,4,Manufacturing Director,Married,0,No,4,1,21,3,3,20,7,0,10,13570
34,Sales,28,3,Marketing,Female,95,2,Sales Executive,Married,1,No,4,2,8,2,3,8,7,1,7,6712
36,Sales,15,4,Marketing,Male,88,2,Sales Executive,Divorced,1,No,4,1,15,4,2,15,12,11,11,5406
41,Sales,3,3,Life Sciences,Male,57,2,Sales Executive,Divorced,2,No,3,1,14,5,3,5,4,0,4,8938
32,Research & Development,2,3,Technical Degree,Male,78,1,Research Scientist,Single,1,No,3,0,4,4,3,4,2,1,2,2439
35,Human Resources,26,4,Life Sciences,Female,31,3,Human Resources,Single,1,Yes,3,0,9,2,3,9,0,1,7,8837
38,Sales,10,2,Life Sciences,Female,100,2,Sales Executive,Married,1,No,3,1,10,1,3,10,7,1,9,5343
50,Sales,1,4,Life Sciences,Male,94,2,Sales Executive,Divorced,7,No,3,2,12,3,3,6,3,0,1,6728
36,Sales,11,4,Marketing,Female,100,2,Sales Executive,Married,4,No,3,1,8,2,2,6,3,0,0,6652
45,Sales,20,3,Life Sciences,Female,50,2,Sales Executive,Single,8,No,3,0,8,3,3,5,3,0,1,4850
40,Research & Development,2,4,Life Sciences,Male,52,1,Research Scientist,Single,2,No,3,0,8,2,3,2,2,2,2,2809
35,Research & Development,18,4,Life Sciences,Male,80,2,Healthcare Representative,Married,1,Yes,3,2,10,2,4,10,2,0,2,5689
40,Research & Development,2,4,Medical,Female,98,1,Research Scientist,Married,2,No,3,3,20,2,3,5,3,0,2,2001
35,Research & Development,1,4,Life Sciences,Female,62,1,Research Scientist,Married,1,No,3,1,4,5,3,4,3,1,1,2977
29,Research & Development,13,2,Other,Male,46,2,Laboratory Technician,Married,4,Yes,3,1,10,2,3,4,3,0,3,4025
29,Research & Development,28,4,Medical,Female,73,1,Research Scientist,Single,1,No,3,0,5,3,1,5,4,0,4,3785
50,Sales,28,3,Marketing,Male,39,3,Sales Executive,Divorced,4,Yes,3,1,20,3,3,3,2,2,0,10854
39,Sales,24,1,Marketing,Female,60,4,Sales Executive,Married,0,No,3,1,21,2,2,20,9,9,6,12031
31,Research & Development,5,3,Medical,Male,74,2,Manufacturing Director,Single,0,No,3,0,10,2,3,9,4,1,7,9936
26,Sales,5,3,Other,Female,30,1,Sales Representative,Single,0,No,3,0,5,2,3,4,2,0,0,2966
36,Research & Development,23,2,Medical,Male,41,2,Laboratory Technician,Married,4,No,3,1,17,3,3,5,2,0,3,2571
39,Research & Development,6,1,Medical,Male,42,3,Healthcare Representative,Married,4,No,3,1,9,5,3,7,7,1,7,9991
27,Research & Development,4,3,Life Sciences,Male,87,2,Manufacturing Director,Married,1,Yes,4,1,6,0,3,6,2,0,3,6142
49,Sales,2,3,Medical,Male,63,2,Sales Executive,Married,2,No,3,0,17,3,2,9,6,0,8,5390
34,Research & Development,8,3,Medical,Male,82,2,Laboratory Technician,Married,2,No,3,0,6,3,4,4,3,1,2,4404
